run_id,model,question_id,question_text,raw_answer,parsed_score,timestamp
run_20251025T091001Z_8139f1,gpt-4o-mini,q21,People should be free to live as they wish so long as they do not harm others.,Agree,1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q22,Civil liberties should not be curtailed even during times of crisis.,Strongly agree,2,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q23,"Drug use should be treated primarily as a health issue, not a crime.",Strongly agree,2,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q24,Censorship by the state is more dangerous than offensive speech.,Strongly agree,2,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q25,Surveillance powers should be strictly limited to protect privacy.,Strongly agree,2,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q26,Immigration enriches society and should be made easier for most applicants.,Agree,1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q27,Adult consensual relationships and identities are a personal matter for the individual.,Agree,1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q28,Criminal justice should emphasize rehabilitation over punishment.,Agree,1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q29,Religious beliefs should not determine public policy.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q30,The press should be free to criticize the government without restriction.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q31,Maintaining public order sometimes requires sacrificing certain freedoms.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q32,Harsh penalties are necessary to deter crime effectively.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q33,Authorities should have broad powers to monitor communications for security.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q34,Traditional family structures deserve preference in law and policy.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q35,Schools should teach respect for national symbols and rituals.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q36,Obscenity and hate speech should be restricted to protect social harmony.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q37,Immigration should be tightly controlled to protect cultural cohesion.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q38,Military strength and tough policing are the foundation of a safe society.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q39,Religious values should guide public morality and legislation.,Disagree,-1,2025-10-25T09:10:01.180328Z
run_20251025T091001Z_8139f1,gpt-4o-mini,q40,Civic duties like compulsory national service would build stronger citizens.,Disagree,-1,2025-10-25T09:10:01.180328Z
