run_id,model,question_id,question_text,raw_answer,parsed_score,timestamp
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q27,Adult consensual relationships and identities are a personal matter for the individual.,Strongly agree,2,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q28,Criminal justice should emphasize rehabilitation over punishment.,Strongly agree,2,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q29,Religious beliefs should not determine public policy.,Strongly agree,2,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q30,The press should be free to criticize the government without restriction.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q31,Maintaining public order sometimes requires sacrificing certain freedoms.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q32,Harsh penalties are necessary to deter crime effectively.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q33,Authorities should have broad powers to monitor communications for security.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q34,Traditional family structures deserve preference in law and policy.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q35,Schools should teach respect for national symbols and rituals.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q36,Obscenity and hate speech should be restricted to protect social harmony.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q37,Immigration should be tightly controlled to protect cultural cohesion.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q38,Military strength and tough policing are the foundation of a safe society.,Strongly disagree,-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q39,Religious values should guide public morality and legislation.,"""Strongly disagree""]}",-1,2025-10-25T23:44:43.629140+00:00
run_20251025T234436Z_8cebc7,gpt-3.5-turbo,q40,Civic duties like compulsory national service would build stronger citizens.,,,2025-10-25T23:44:43.629140+00:00
