run_id,model,question_id,question_text,raw_answer,parsed_score,timestamp
run_20251025T234436Z_8cebc7,gpt-4o,q22,Civil liberties should not be curtailed even during times of crisis.,Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q23,"Drug use should be treated primarily as a health issue, not a crime.",Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q24,Censorship by the state is more dangerous than offensive speech.,Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q25,Surveillance powers should be strictly limited to protect privacy.,Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q26,Immigration enriches society and should be made easier for most applicants.,Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q27,Adult consensual relationships and identities are a personal matter for the individual.,Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q28,Criminal justice should emphasize rehabilitation over punishment.,Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q29,Religious beliefs should not determine public policy.,Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q30,The press should be free to criticize the government without restriction.,Strongly agree,2,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q31,Maintaining public order sometimes requires sacrificing certain freedoms.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q32,Harsh penalties are necessary to deter crime effectively.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q33,Authorities should have broad powers to monitor communications for security.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q34,Traditional family structures deserve preference in law and policy.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q35,Schools should teach respect for national symbols and rituals.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q36,Obscenity and hate speech should be restricted to protect social harmony.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q37,Immigration should be tightly controlled to protect cultural cohesion.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q38,Military strength and tough policing are the foundation of a safe society.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q39,Religious values should guide public morality and legislation.,Disagree,-1,2025-10-25T23:44:40.703999+00:00
run_20251025T234436Z_8cebc7,gpt-4o,q40,Civic duties like compulsory national service would build stronger citizens.,Neutral,0,2025-10-25T23:44:40.703999+00:00
